序號,答案
20240624134004,0.12
20240624135004,0.12
20240624140004,0.12
20240624141004,0.12
20240624142004,0.12
20240624143004,0.12
20240624144004,0.12
20240624145004,0.12
20240624150004,0.12
20240624151004,0.12
20240624152004,0.12
20240624153004,0.12
20240624154004,0.12
20240624155004,0.12
20240624160004,0.12
20240624161004,0.12
20240624162004,0.12
20240624163004,0.12
20240624164004,0.12
20240624165004,0.12
20240702090004,1162.93
20240702091004,1162.93
20240702092004,1162.93
20240702093004,1162.93
20240702094004,1162.93
20240702095004,1162.93
20240702100004,1151.30
20240702101004,1151.30
20240702102004,1151.30
20240702103004,1151.30
20240702104004,1151.30
20240702105004,1151.30
20240702110004,1137.75
20240702111004,1137.75
20240702112004,1137.75
20240702113004,1137.75
20240702114004,1137.75
20240702115004,1137.75
20240702120004,1123.22
20240702121004,1123.22
20240702122004,1123.22
20240702123004,1123.22
20240702124004,1123.22
20240702125004,1123.22
20240702130004,1.62
20240702131004,1.62
20240702132004,1.62
20240702133004,1.62
20240702134004,1.62
20240702135004,1.62
20240702140004,1.60
20240702141004,1.60
20240702142004,1.60
20240702143004,1.60
20240702144004,1.60
20240702145004,1.60
20240702150004,1.58
20240702151004,1.58
20240702152004,1.58
20240702153004,1.58
20240702154004,1.58
20240702155004,1.58
20240702160004,1.57
20240702161004,1.57
20240702162004,1.57
20240702163004,1.57
20240702164004,1.57
20240702165004,1.57
20240428090005,265.06
20240428091005,265.06
20240428092005,265.06
20240428093005,265.06
20240428094005,265.06
20240428095005,265.06
20240428100005,262.41
20240428101005,262.41
20240428102005,262.41
20240428103005,262.41
20240428104005,262.41
20240428105005,262.41
20240428110005,259.32
20240428111005,259.32
20240428112005,259.32
20240428113005,259.32
20240428114005,259.32
20240428115005,259.32
20240428120005,256.01
20240428121005,256.01
20240428122005,256.01
20240428123005,256.01
20240428124005,256.01
20240428125005,256.01
20240428130005,197.19
20240428131005,197.19
20240428132005,197.19
20240428133005,197.19
20240428134005,197.19
20240428135005,197.19
20240428140005,194.78
20240428141005,194.78
20240428142005,194.78
20240428143005,194.78
20240428144005,194.78
20240428145005,194.78
20240428150005,192.71
20240428151005,192.71
20240428152005,192.71
20240428153005,192.71
20240428154005,192.71
20240428155005,192.71
20240428160005,191.13
20240428161005,191.13
20240428162005,191.13
20240428163005,191.13
20240428164005,191.13
20240428165005,191.13
20240511090005,284.13
20240511091005,284.13
20240511092005,284.13
20240511093005,284.13
20240511094005,284.13
20240511095005,284.13
20240511100005,281.28
20240511101005,281.28
20240511102005,281.28
20240511103005,281.28
20240511104005,281.28
20240511105005,281.28
20240511110005,277.98
20240511111005,277.98
20240511112005,277.98
20240511113005,277.98
20240511114005,277.98
20240511115005,277.98
20240511120005,274.42
20240511121005,274.42
20240511122005,274.42
20240511123005,274.42
20240511124005,274.42
20240511125005,274.42
20240511130005,50.74
20240511131005,50.74
20240511132005,50.74
20240511133005,50.74
20240511134005,50.74
20240511135005,50.74
20240511140005,50.12
20240511141005,50.12
20240511142005,50.12
20240511143005,50.12
20240511144005,50.12
20240511145005,50.12
20240511150005,49.59
20240511151005,49.59
20240511152005,49.59
20240511153005,49.59
20240511154005,49.59
20240511155005,49.59
20240511160005,49.18
20240511161005,49.18
20240511162005,49.18
20240511163005,49.18
20240511164005,49.18
20240511165005,49.18
20240513090005,10.88
20240513091005,10.88
20240513092005,10.88
20240513093005,10.88
20240513094005,10.88
20240513095005,10.88
20240513100005,10.77
20240513101005,10.77
20240513102005,10.77
20240513103005,10.77
20240513104005,10.77
20240513105005,10.77
20240513110005,10.64
20240513111005,10.64
20240513112005,10.64
20240513113005,10.64
20240513114005,10.64
20240513115005,10.64
20240513120005,10.50
20240513121005,10.50
20240513122005,10.50
20240513123005,10.50
20240513124005,10.50
20240513125005,10.50
20240513130005,7.40
20240513131005,7.40
20240513132005,7.40
20240513133005,7.40
20240513134005,7.40
20240513135005,7.40
20240513140005,7.31
20240513141005,7.31
20240513142005,7.31
20240513143005,7.31
20240513144005,7.31
20240513145005,7.31
20240513150005,7.24
20240513151005,7.24
20240513152005,7.24
20240513153005,7.24
20240513154005,7.24
20240513155005,7.24
20240513160005,7.18
20240513161005,7.18
20240513162005,7.18
20240513163005,7.18
20240513164005,7.18
20240513165005,7.18
20240525090005,236.14
20240525091005,236.14
20240525092005,236.14
20240525093005,236.14
20240525094005,236.14
20240525095005,236.14
20240525100005,233.77
20240525101005,233.77
20240525102005,233.77
20240525103005,233.77
20240525104005,233.77
20240525105005,233.77
20240525110005,231.02
20240525111005,231.02
20240525112005,231.02
20240525113005,231.02
20240525114005,231.02
20240525115005,231.02
20240525120005,228.07
20240525121005,228.07
20240525122005,228.07
20240525123005,228.07
20240525124005,228.07
20240525125005,228.07
20240525130005,152.06
20240525131005,152.06
20240525132005,152.06
20240525133005,152.06
20240525134005,152.06
20240525135005,152.06
20240525140005,150.20
20240525141005,150.20
20240525142005,150.20
20240525143005,150.20
20240525144005,150.20
20240525145005,150.20
20240525150005,148.61
20240525151005,148.61
20240525152005,148.61
20240525153005,148.61
20240525154005,148.61
20240525155005,148.61
20240525160005,147.38
20240525161005,147.38
20240525162005,147.38
20240525163005,147.38
20240525164005,147.38
20240525165005,147.38
20240602090005,138.62
20240602091005,138.62
20240602092005,138.62
20240602093005,138.62
20240602094005,138.62
20240602095005,138.62
20240602100005,137.24
20240602101005,137.24
20240602102005,137.24
20240602103005,137.24
20240602104005,137.24
20240602105005,137.24
20240602110005,135.62
20240602111005,135.62
20240602112005,135.62
20240602113005,135.62
20240602114005,135.62
20240602115005,135.62
20240602120005,133.89
20240602121005,133.89
20240602122005,133.89
20240602123005,133.89
20240602124005,133.89
20240602125005,133.89
20240602130005,17.22
20240602131005,17.22
20240602132005,17.22
20240602133005,17.22
20240602134005,17.22
20240602135005,17.22
20240602140005,17.01
20240602141005,17.01
20240602142005,17.01
20240602143005,17.01
20240602144005,17.01
20240602145005,17.01
20240602150005,16.83
20240602151005,16.83
20240602152005,16.83
20240602153005,16.83
20240602154005,16.83
20240602155005,16.83
20240602160005,16.70
20240602161005,16.70
20240602162005,16.70
20240602163005,16.70
20240602164005,16.70
20240602165005,16.70
20240622090005,527.78
20240622091005,527.78
20240622092005,527.78
20240622093005,527.78
20240622094005,527.78
20240622095005,527.78
20240622100005,522.50
20240622101005,522.50
20240622102005,522.50
20240622103005,522.50
20240622104005,522.50
20240622105005,522.50
20240622110005,516.35
20240622111005,516.35
20240622112005,516.35
20240622113005,516.35
20240622114005,516.35
20240622115005,516.35
20240622120005,509.75
20240622121005,509.75
20240622122005,509.75
20240622123005,509.75
20240622124005,509.75
20240622125005,509.75
20240622130005,71.75
20240622131005,71.75
20240622132005,71.75
20240622133005,71.75
20240622134005,71.75
20240622135005,71.75
20240622140005,70.88
20240622141005,70.88
20240622142005,70.88
20240622143005,70.88
20240622144005,70.88
20240622145005,70.88
20240622150005,70.12
20240622151005,70.12
20240622152005,70.12
20240622153005,70.12
20240622154005,70.12
20240622155005,70.12
20240622160005,69.55
20240622161005,69.55
20240622162005,69.55
20240622163005,69.55
20240622164005,69.55
20240622165005,69.55
20240623090005,46.43
20240623091005,46.43
20240623092005,46.43
20240623093005,46.43
20240623094005,46.43
20240623095005,46.43
20240623100005,45.97
20240623101005,45.97
20240623102005,45.97
20240623103005,45.97
20240623104005,45.97
20240623105005,45.97
20240623110005,45.42
20240623111005,45.42
20240623112005,45.42
20240623113005,45.42
20240623114005,45.42
20240623115005,45.42
20240623120005,44.84
20240623121005,44.84
20240623122005,44.84
20240623123005,44.84
20240623124005,44.84
20240623125005,44.84
20240623130005,12.69
20240623131005,12.69
20240623132005,12.69
20240623133005,12.69
20240623134005,12.69
20240623135005,12.69
20240623140005,12.53
20240623141005,12.53
20240623142005,12.53
20240623143005,12.53
20240623144005,12.53
20240623145005,12.53
20240623150005,12.40
20240623151005,12.40
20240623152005,12.40
20240623153005,12.40
20240623154005,12.40
20240623155005,12.40
20240623160005,12.30
20240623161005,12.30
20240623162005,12.30
20240623163005,12.30
20240623164005,12.30
20240623165005,12.30
20240624090005,518.10
20240624091005,518.10
20240624092005,518.10
20240624093005,518.10
20240624094005,518.10
20240624095005,518.10
20240624100005,512.92
20240624101005,512.92
20240624102005,512.92
20240624103005,512.92
20240624104005,512.92
20240624105005,512.92
20240624110005,506.89
20240624111005,506.89
20240624112005,506.89
20240624113005,506.89
20240624114005,506.89
20240624115005,506.89
20240624120005,500.41
20240624121005,500.41
20240624122005,500.41
20240624123005,500.41
20240624124005,500.41
20240624125005,500.41
20240624130005,1.70
20240624131005,1.70
20240624132005,1.70
20240624133005,1.70
20240624134005,1.70
20240624135005,1.70
20240624140005,1.68
20240624141005,1.68
20240624142005,1.68
20240624143005,1.68
20240624144005,1.68
20240624145005,1.68
20240624150005,1.66
20240624151005,1.66
20240624152005,1.66
20240624153005,1.66
20240624154005,1.66
20240624155005,1.66
20240624160005,1.64
20240624161005,1.64
20240624162005,1.64
20240624163005,1.64
20240624164005,1.64
20240624165005,1.64
20240705090005,491.48
20240705091005,491.48
20240705092005,491.48
20240705093005,491.48
20240705094005,491.48
20240705095005,491.48
20240705100005,486.56
20240705101005,486.56
20240705102005,486.56
20240705103005,486.56
20240705104005,486.56
20240705105005,486.56
20240705110005,480.84
20240705111005,480.84
20240705112005,480.84
20240705113005,480.84
20240705114005,480.84
20240705115005,480.84
20240705120005,474.70
20240705121005,474.70
20240705122005,474.70
20240705123005,474.70
20240705124005,474.70
20240705125005,474.70
20240705130005,15.26
20240705131005,15.26
20240705132005,15.26
20240705133005,15.26
20240705134005,15.26
20240705135005,15.26
20240705140005,15.08
20240705141005,15.08
20240705142005,15.08
20240705143005,15.08
20240705144005,15.08
20240705145005,15.08
20240705150005,14.92
20240705151005,14.92
20240705152005,14.92
20240705153005,14.92
20240705154005,14.92
20240705155005,14.92
20240705160005,14.80
20240705161005,14.80
20240705162005,14.80
20240705163005,14.80
20240705164005,14.80
20240705165005,14.80
20240707090005,482.00
20240707091005,482.00
20240707092005,482.00
20240707093005,482.00
20240707094005,482.00
20240707095005,482.00
20240707100005,477.18
20240707101005,477.18
20240707102005,477.18
20240707103005,477.18
20240707104005,477.18
20240707105005,477.18
20240707110005,471.57
20240707111005,471.57
20240707112005,471.57
20240707113005,471.57
20240707114005,471.57
20240707115005,471.57
20240707120005,465.54
20240707121005,465.54
20240707122005,465.54
20240707123005,465.54
20240707124005,465.54
20240707125005,465.54
20240707130005,15.01
20240707131005,15.01
20240707132005,15.01
20240707133005,15.01
20240707134005,15.01
20240707135005,15.01
20240707140005,14.83
20240707141005,14.83
20240707142005,14.83
20240707143005,14.83
20240707144005,14.83
20240707145005,14.83
20240707150005,14.67
20240707151005,14.67
20240707152005,14.67
20240707153005,14.67
20240707154005,14.67
20240707155005,14.67
20240707160005,14.55
20240707161005,14.55
20240707162005,14.55
20240707163005,14.55
20240707164005,14.55
20240707165005,14.55
20240712090005,296.12
20240712091005,296.12
20240712092005,296.12
20240712093005,296.12
20240712094005,296.12
20240712095005,296.12
20240712100005,293.16
20240712101005,293.16
20240712102005,293.16
20240712103005,293.16
20240712104005,293.16
20240712105005,293.16
20240712110005,289.71
20240712111005,289.71
20240712112005,289.71
20240712113005,289.71
20240712114005,289.71
20240712115005,289.71
20240712120005,286.01
20240712121005,286.01
20240712122005,286.01
20240712123005,286.01
20240712124005,286.01
20240712125005,286.01
20240712130005,74.52
20240712131005,74.52
20240712132005,74.52
20240712133005,74.52
20240712134005,74.52
20240712135005,74.52
20240712140005,73.61
20240712141005,73.61
20240712142005,73.61
20240712143005,73.61
20240712144005,73.61
20240712145005,73.61
20240712150005,72.83
20240712151005,72.83
20240712152005,72.83
20240712153005,72.83
20240712154005,72.83
20240712155005,72.83
20240712160005,72.23
20240712161005,72.23
20240712162005,72.23
20240712163005,72.23
20240712164005,72.23
20240712165005,72.23
20240713090005,544.93
20240713091005,544.93
20240713092005,544.93
20240713093005,544.93
20240713094005,544.93
20240713095005,544.93
20240713100005,539.48
20240713101005,539.48
20240713102005,539.48
20240713103005,539.48
20240713104005,539.48
20240713105005,539.48
20240713110005,533.13
20240713111005,533.13
20240713112005,533.13
20240713113005,533.13
20240713114005,533.13
20240713115005,533.13
20240713120005,526.32
20240713121005,526.32
20240713122005,526.32
20240713123005,526.32
20240713124005,526.32
20240713125005,526.32
20240713130005,4.79
20240713131005,4.79
20240713132005,4.79
20240713133005,4.79
20240713134005,4.79
20240713135005,4.79
20240713140005,4.73
20240713141005,4.73
20240713142005,4.73
20240713143005,4.73
20240713144005,4.73
20240713145005,4.73
20240713150005,4.68
20240713151005,4.68
20240713152005,4.68
20240713153005,4.68
20240713154005,4.68
20240713155005,4.68
20240713160005,4.64
20240713161005,4.64
20240713162005,4.64
20240713163005,4.64
20240713164005,4.64
20240713165005,4.64
20240519090006,192.54
20240519091006,192.54
20240519092006,192.54
20240519093006,192.54
20240519094006,192.54
20240519095006,192.54
20240519100006,190.62
20240519101006,190.62
20240519102006,190.62
20240519103006,190.62
20240519104006,190.62
20240519105006,190.62
20240519110006,188.37
20240519111006,188.37
20240519112006,188.37
20240519113006,188.37
20240519114006,188.37
20240519115006,188.37
20240519120006,185.97
20240519121006,185.97
20240519122006,185.97
20240519123006,185.97
20240519124006,185.97
20240519125006,185.97
20240519130006,14.14
20240519131006,14.14
20240519132006,14.14
20240519133006,14.14
20240519134006,14.14
20240519135006,14.14
20240519140006,13.97
20240519141006,13.97
20240519142006,13.97
20240519143006,13.97
20240519144006,13.97
20240519145006,13.97
20240519150006,13.82
20240519151006,13.82
20240519152006,13.82
20240519153006,13.82
20240519154006,13.82
20240519155006,13.82
20240519160006,13.71
20240519161006,13.71
20240519162006,13.71
20240519163006,13.71
20240519164006,13.71
20240519165006,13.71
20240522090006,538.91
20240522091006,538.91
20240522092006,538.91
20240522093006,538.91
20240522094006,538.91
20240522095006,538.91
20240522100006,533.52
20240522101006,533.52
20240522102006,533.52
20240522103006,533.52
20240522104006,533.52
20240522105006,533.52
20240522110006,527.24
20240522111006,527.24
20240522112006,527.24
20240522113006,527.24
20240522114006,527.24
20240522115006,527.24
20240522120006,520.50
20240522121006,520.50
20240522122006,520.50
20240522123006,520.50
20240522124006,520.50
20240522125006,520.50
20240522130006,1.45
20240522131006,1.45
20240522132006,1.45
20240522133006,1.45
20240522134006,1.45
20240522135006,1.45
20240522140006,1.44
20240522141006,1.44
20240522142006,1.44
20240522143006,1.44
20240522144006,1.44
20240522145006,1.44
20240522150006,1.42
20240522151006,1.42
20240522152006,1.42
20240522153006,1.42
20240522154006,1.42
20240522155006,1.42
20240522160006,1.41
20240522161006,1.41
20240522162006,1.41
20240522163006,1.41
20240522164006,1.41
20240522165006,1.41
20240525090006,236.32
20240525091006,236.32
20240525092006,236.32
20240525093006,236.32
20240525094006,236.32
20240525095006,236.32
20240525100006,233.96
20240525101006,233.96
20240525102006,233.96
20240525103006,233.96
20240525104006,233.96
20240525105006,233.96
20240525110006,231.21
20240525111006,231.21
20240525112006,231.21
20240525113006,231.21
20240525114006,231.21
20240525115006,231.21
20240525120006,228.25
20240525121006,228.25
20240525122006,228.25
20240525123006,228.25
20240525124006,228.25
20240525125006,228.25
20240525130006,26.39
20240525131006,26.39
20240525132006,26.39
20240525133006,26.39
20240525134006,26.39
20240525135006,26.39
20240525140006,26.07
20240525141006,26.07
20240525142006,26.07
20240525143006,26.07
20240525144006,26.07
20240525145006,26.07
20240525150006,25.79
20240525151006,25.79
20240525152006,25.79
20240525153006,25.79
20240525154006,25.79
20240525155006,25.79
20240525160006,25.58
20240525161006,25.58
20240525162006,25.58
20240525163006,25.58
20240525164006,25.58
20240525165006,25.58
20240601090006,341.43
20240601091006,341.43
20240601092006,341.43
20240601093006,341.43
20240601094006,341.43
20240601095006,341.43
20240601100006,338.02
20240601101006,338.02
20240601102006,338.02
20240601103006,338.02
20240601104006,338.02
20240601105006,338.02
20240601110006,334.04
20240601111006,334.04
20240601112006,334.04
20240601113006,334.04
20240601114006,334.04
20240601115006,334.04
20240601120006,329.77
20240601121006,329.77
20240601122006,329.77
20240601123006,329.77
20240601124006,329.77
20240601125006,329.77
20240601130006,5.47
20240601131006,5.47
20240601132006,5.47
20240601133006,5.47
20240601134006,5.47
20240601135006,5.47
20240601140006,5.41
20240601141006,5.41
20240601142006,5.41
20240601143006,5.41
20240601144006,5.41
20240601145006,5.41
20240601150006,5.35
20240601151006,5.35
20240601152006,5.35
20240601153006,5.35
20240601154006,5.35
20240601155006,5.35
20240601160006,5.30
20240601161006,5.30
20240601162006,5.30
20240601163006,5.30
20240601164006,5.30
20240601165006,5.30
20240611090006,35.09
20240611091006,35.09
20240611092006,35.09
20240611093006,35.09
20240611094006,35.09
20240611095006,35.09
20240611100006,34.74
20240611101006,34.74
20240611102006,34.74
20240611103006,34.74
20240611104006,34.74
20240611105006,34.74
20240611110006,34.33
20240611111006,34.33
20240611112006,34.33
20240611113006,34.33
20240611114006,34.33
20240611115006,34.33
20240611120006,33.89
20240611121006,33.89
20240611122006,33.89
20240611123006,33.89
20240611124006,33.89
20240611125006,33.89
20240611130006,33.45
20240611131006,17.13
20240611132006,17.13
20240611133006,17.13
20240611134006,17.13
20240611135006,17.13
20240611140006,16.92
20240611141006,16.92
20240611142006,16.92
20240611143006,16.92
20240611144006,16.92
20240611145006,16.92
20240611150006,16.74
20240611151006,16.74
20240611152006,16.74
20240611153006,16.74
20240611154006,16.74
20240611155006,16.74
20240611160006,16.60
20240611161006,16.60
20240611162006,16.60
20240611163006,16.60
20240611164006,16.60
20240611165006,16.60
20240619090006,262.36
20240619091006,262.36
20240619092006,262.36
20240619093006,262.36
20240619094006,262.36
20240619095006,262.36
20240619100006,259.73
20240619101006,259.73
20240619102006,259.73
20240619103006,259.73
20240619104006,259.73
20240619105006,259.73
20240619110006,256.68
20240619111006,256.68
20240619112006,256.68
20240619113006,256.68
20240619114006,256.68
20240619115006,256.68
20240619120006,253.40
20240619121006,253.40
20240619122006,253.40
20240619123006,253.40
20240619124006,253.40
20240619125006,253.40
20240619130006,250.12
20240619131006,10.60
20240619132006,10.60
20240619133006,10.60
20240619134006,10.60
20240619135006,10.60
20240619140006,10.47
20240619141006,10.47
20240619142006,10.47
20240619143006,10.47
20240619144006,10.47
20240619145006,10.47
20240619150006,10.36
20240619151006,10.36
20240619152006,10.36
20240619153006,10.36
20240619154006,10.36
20240619155006,10.36
20240619160006,10.28
20240619161006,10.28
20240619162006,10.28
20240619163006,10.28
20240619164006,10.28
20240619165006,10.28
20240623090006,48.90
20240623091006,48.90
20240623092006,48.90
20240623093006,48.90
20240623094006,48.90
20240623095006,48.90
20240623100006,48.42
20240623101006,48.42
20240623102006,48.42
20240623103006,48.42
20240623104006,48.42
20240623105006,48.42
20240623110006,47.85
20240623111006,47.85
20240623112006,47.85
20240623113006,47.85
20240623114006,47.85
20240623115006,47.85
20240623120006,47.23
20240623121006,47.23
20240623122006,47.23
20240623123006,47.23
20240623124006,47.23
20240623125006,47.23
20240623130006,46.62
20240623131006,8.24
20240623132006,8.24
20240623133006,8.24
20240623134006,8.24
20240623135006,8.24
20240623140006,8.14
20240623141006,8.14
20240623142006,8.14
20240623143006,8.14
20240623144006,8.14
20240623145006,8.14
20240623150006,8.05
20240623151006,8.05
20240623152006,8.05
20240623153006,8.05
20240623154006,8.05
20240623155006,8.05
20240623160006,7.99
20240623161006,7.99
20240623162006,7.99
20240623163006,7.99
20240623164006,7.99
20240623165006,7.99
20240627090006,658.69
20240627091006,658.69
20240627092006,658.69
20240627093006,658.69
20240627094006,658.69
20240627095006,658.69
20240627100006,652.10
20240627101006,652.10
20240627102006,652.10
20240627103006,652.10
20240627104006,652.10
20240627105006,652.10
20240627110006,644.43
20240627111006,644.43
20240627112006,644.43
20240627113006,644.43
20240627114006,644.43
20240627115006,644.43
20240627120006,636.20
20240627121006,636.20
20240627122006,636.20
20240627123006,636.20
20240627124006,636.20
20240627125006,636.20
20240627130006,627.96
20240627131006,16.93
20240627132006,16.93
20240627133006,16.93
20240627134006,16.93
20240627135006,16.93
20240627140006,16.72
20240627141006,16.72
20240627142006,16.72
20240627143006,16.72
20240627144006,16.72
20240627145006,16.72
20240627150006,16.54
20240627151006,16.54
20240627152006,16.54
20240627153006,16.54
20240627154006,16.54
20240627155006,16.54
20240627160006,16.40
20240627161006,16.40
20240627162006,16.40
20240627163006,16.40
20240627164006,16.40
20240627165006,16.40
20240628090006,392.34
20240628091006,392.34
20240628092006,392.34
20240628093006,392.34
20240628094006,392.34
20240628095006,392.34
20240628100006,388.41
20240628101006,388.41
20240628102006,388.41
20240628103006,388.41
20240628104006,388.41
20240628105006,388.41
20240628110006,383.85
20240628111006,383.85
20240628112006,383.85
20240628113006,383.85
20240628114006,383.85
20240628115006,383.85
20240628120006,378.94
20240628121006,378.94
20240628122006,378.94
20240628123006,378.94
20240628124006,378.94
20240628125006,378.94
20240628130006,374.04
20240628131006,0.25
20240628132006,0.25
20240628133006,0.25
20240628134006,0.25
20240628135006,0.25
20240628140006,0.25
20240628141006,0.25
20240628142006,0.25
20240628143006,0.25
20240628144006,0.25
20240628145006,0.25
20240628150006,0.25
20240628151006,0.25
20240628152006,0.25
20240628153006,0.25
20240628154006,0.25
20240628155006,0.25
20240628160006,0.24
20240628161006,0.24
20240628162006,0.24
20240628163006,0.24
20240628164006,0.24
20240628165006,0.24
20240710090006,579.02
20240710091006,579.02
20240710092006,579.02
20240710093006,579.02
20240710094006,579.02
20240710095006,579.02
20240710100006,573.23
20240710101006,573.23
20240710102006,573.23
20240710103006,573.23
20240710104006,573.23
20240710105006,573.23
20240710110006,566.48
20240710111006,566.48
20240710112006,566.48
20240710113006,566.48
20240710114006,566.48
20240710115006,566.48
20240710120006,559.25
20240710121006,559.25
20240710122006,559.25
20240710123006,559.25
20240710124006,559.25
20240710125006,559.25
20240710130006,552.01
20240710131006,0.32
20240710132006,0.32
20240710133006,0.32
20240710134006,0.32
20240710135006,0.32
20240710140006,0.31
20240710141006,0.31
20240710142006,0.31
20240710143006,0.31
20240710144006,0.31
20240710145006,0.31
20240710150006,0.31
20240710151006,0.31
20240710152006,0.31
20240710153006,0.31
20240710154006,0.31
20240710155006,0.31
20240710160006,0.31
20240710161006,0.31
20240710162006,0.31
20240710163006,0.31
20240710164006,0.31
20240710165006,0.31
20240712090006,336.00
20240712091006,336.00
20240712092006,336.00
20240712093006,336.00
20240712094006,336.00
20240712095006,336.00
20240712100006,332.64
20240712101006,332.64
20240712102006,332.64
20240712103006,332.64
20240712104006,332.64
20240712105006,332.64
20240712110006,328.73
20240712111006,328.73
20240712112006,328.73
20240712113006,328.73
20240712114006,328.73
20240712115006,328.73
20240712120006,324.53
20240712121006,324.53
20240712122006,324.53
20240712123006,324.53
20240712124006,324.53
20240712125006,324.53
20240712130006,46.49
20240712131006,46.49
20240712132006,46.49
20240712133006,46.49
20240712134006,46.49
20240712135006,46.49
20240712140006,45.93
20240712141006,45.93
20240712142006,45.93
20240712143006,45.93
20240712144006,45.93
20240712145006,45.93
20240712150006,45.44
20240712151006,45.44
20240712152006,45.44
20240712153006,45.44
20240712154006,45.44
20240712155006,45.44
20240712160006,45.06
20240712161006,45.06
20240712162006,45.06
20240712163006,45.06
20240712164006,45.06
20240712165006,45.06
20240713090006,642.60
20240713091006,642.60
20240713092006,642.60
20240713093006,642.60
20240713094006,642.60
20240713095006,642.60
20240713100006,636.17
20240713101006,636.17
20240713102006,636.17
20240713103006,636.17
20240713104006,636.17
20240713105006,636.17
20240713110006,628.69
20240713111006,628.69
20240713112006,628.69
20240713113006,628.69
20240713114006,628.69
20240713115006,628.69
20240713120006,620.66
20240713121006,620.66
20240713122006,620.66
20240713123006,620.66
20240713124006,620.66
20240713125006,620.66
20240713130006,6.13
20240713131006,6.13
20240713132006,6.13
20240713133006,6.13
20240713134006,6.13
20240713135006,6.13
20240713140006,6.05
20240713141006,6.05
20240713142006,6.05
20240713143006,6.05
20240713144006,6.05
20240713145006,6.05
20240713150006,5.99
20240713151006,5.99
20240713152006,5.99
20240713153006,5.99
20240713154006,5.99
20240713155006,5.99
20240713160006,5.94
20240713161006,5.94
20240713162006,5.94
20240713163006,5.94
20240713164006,5.94
20240713165006,5.94
20240520090007,693.72
20240520091007,693.72
20240520092007,693.72
20240520093007,693.72
20240520094007,693.72
20240520095007,693.72
20240520100007,686.78
20240520101007,686.78
20240520102007,686.78
20240520103007,686.78
20240520104007,686.78
20240520105007,686.78
20240520110007,678.70
20240520111007,678.70
20240520112007,678.70
20240520113007,678.70
20240520114007,678.70
20240520115007,678.70
20240520120007,670.03
20240520121007,670.03
20240520122007,670.03
20240520123007,670.03
20240520124007,670.03
20240520125007,670.03
20240520130007,661.36
20240520131007,13.03
20240520132007,13.03
20240520133007,13.03
20240520134007,13.03
20240520135007,13.03
20240520140007,12.87
20240520141007,12.87
20240520142007,12.87
20240520143007,12.87
20240520144007,12.87
20240520145007,12.87
20240520150007,12.74
20240520151007,12.74
20240520152007,12.74
20240520153007,12.74
20240520154007,12.74
20240520155007,12.74
20240520160007,12.63
20240520161007,12.63
20240520162007,12.63
20240520163007,12.63
20240520164007,12.63
20240520165007,12.63
20240521090007,121.61
20240521091007,121.61
20240521092007,121.61
20240521093007,121.61
20240521094007,121.61
20240521095007,121.61
20240521100007,120.40
20240521101007,120.40
20240521102007,120.40
20240521103007,120.40
20240521104007,120.40
20240521105007,120.40
20240521110007,118.98
20240521111007,118.98
20240521112007,118.98
20240521113007,118.98
20240521114007,118.98
20240521115007,118.98
20240521120007,117.46
20240521121007,117.46
20240521122007,117.46
20240521123007,117.46
20240521124007,117.46
20240521125007,117.46
20240521130007,115.94
20240521131007,11.08
20240521132007,11.08
20240521133007,11.08
20240521134007,11.08
20240521135007,11.08
20240521140007,10.95
20240521141007,10.95
20240521142007,10.95
20240521143007,10.95
20240521144007,10.95
20240521145007,10.95
20240521150007,10.83
20240521151007,10.83
20240521152007,10.83
20240521153007,10.83
20240521154007,10.83
20240521155007,10.83
20240521160007,10.74
20240521161007,10.74
20240521162007,10.74
20240521163007,10.74
20240521164007,10.74
20240521165007,10.74
20240527090007,498.76
20240527091007,498.76
20240527092007,498.76
20240527093007,498.76
20240527094007,498.76
20240527095007,498.76
20240527100007,493.77
20240527101007,493.77
20240527102007,493.77
20240527103007,493.77
20240527104007,493.77
20240527105007,493.77
20240527110007,487.96
20240527111007,487.96
20240527112007,487.96
20240527113007,487.96
20240527114007,487.96
20240527115007,487.96
20240527120007,481.73
20240527121007,481.73
20240527122007,481.73
20240527123007,481.73
20240527124007,481.73
20240527125007,481.73
20240527130007,14.51
20240527131007,14.51
20240527132007,14.51
20240527133007,14.51
20240527134007,14.51
20240527135007,14.51
20240527140007,14.33
20240527141007,14.33
20240527142007,14.33
20240527143007,14.33
20240527144007,14.33
20240527145007,14.33
20240527150007,14.18
20240527151007,14.18
20240527152007,14.18
20240527153007,14.18
20240527154007,14.18
20240527155007,14.18
20240527160007,14.06
20240527161007,14.06
20240527162007,14.06
20240527163007,14.06
20240527164007,14.06
20240527165007,14.06
20240530090007,665.30
20240530091007,665.30
20240530092007,665.30
20240530093007,665.30
20240530094007,665.30
20240530095007,665.30
20240530100007,658.64
20240530101007,658.64
20240530102007,658.64
20240530103007,658.64
20240530104007,658.64
20240530105007,658.64
20240530110007,650.89
20240530111007,650.89
20240530112007,650.89
20240530113007,650.89
20240530114007,650.89
20240530115007,650.89
20240530120007,642.58
20240530121007,642.58
20240530122007,642.58
20240530123007,642.58
20240530124007,642.58
20240530125007,642.58
20240530130007,634.26
20240530131007,0.00
20240530132007,0.00
20240530133007,0.00
20240530134007,0.00
20240530135007,0.00
20240530140007,0.00
20240530141007,0.00
20240530142007,0.00
